iso3,year,GDP
BMU,2014,6413988000.0
BMU,2013,6465756000.0
BMU,2012,6378188000.0
BMU,2011,6312691000.0
BMU,2010,6634526000.0
BMU,2009,6656000000.0
BMU,2008,6980000000.0
BMU,2007,6767000000.0
BMU,2006,6144000000.0
BMU,2005,4868136000.0
BMU,2004,4484703000.0
BMU,2003,4186525000.0
BMU,2002,3937228000.0
BMU,2001,3680483000.0
BMU,2000,3480219000.0
BMU,1999,3324433000.0
BMU,1998,3130748000.0
BMU,1997,2932827000.0
BMU,1996,2695390000.0
BMU,1995,2030750000.0
BMU,1994,1867160100.0
BMU,1993,1820359900.0
BMU,1992,1679900000.0
BMU,1991,1634900000.0
BMU,1990,1592400000.0
BMU,1989,1501500032.0
BMU,1988,1415100032.0
BMU,1987,1296499968.0
BMU,1986,1173500032.0
BMU,1985,1039500032.0
BMU,1984,985699968.0
BMU,1983,889400000.0
BMU,1982,785500032.0
BMU,1981,739100032.0
BMU,1980,613299968.0
BMU,1979,517200000.0
BMU,1978,475800000.0
BMU,1977,447000000.0
BMU,1976,386300000.0
BMU,1975,345000000.0
BMU,1974,312600000.0
BMU,1973,269500000.0
BMU,1972,235400000.0
BMU,1971,211100000.0
BMU,1970,186300000.0
BMU,1969,164900000.0
BMU,1968,150000000.0
BMU,1967,134800000.0
BMU,1966,115000000.0
BMU,1965,98000000.0
BMU,1964,92200000.0
BMU,1963,82600000.0
BMU,1962,80700000.0
BMU,1961,76500000.0
BMU,1960,72400000.0
BTN,2025,3579320145.13077
BTN,2024,3346603858.7495
BTN,2023,3012896789.79753
BTN,2022,2898227743.75576
BTN,2021,2768802960.11204
BTN,2020,2457604333.90927
BTN,2019,2735683570.46155
BTN,2018,2583335721.85904
BTN,2017,2591358009.20276
BTN,2016,2357504760.78592
BTN,2015,2187815803.36833
BTN,2014,2089079570.58285
BTN,2013,1943696951.65411
BTN,2012,1973387227.96519
BTN,2011,1977728658.68259
BTN,2010,1708880730.20989
BTN,2009,1331343797.77308
BTN,2008,1317517834.59916
BTN,2007,1255767964.00491
BTN,2006,942879878.538879
BTN,2005,860391000.221655
BTN,2004,735348490.428435
BTN,2003,651935430.314445
BTN,2002,559345263.708309
BTN,2001,496110225.710307
BTN,2000,460733418.399276
BTN,1999,399311199.50776
BTN,1998,363458380.903342
BTN,1997,352229076.707627
BTN,1996,303408345.620078
BTN,1995,290490983.815778
BTN,1994,258954708.048533
BTN,1993,225973692.8371
BTN,1992,240233531.160464
BTN,1991,240294286.015925
BTN,1990,287765007.112863
BTN,1989,264798626.174848
BTN,1988,272298066.556045
BTN,1987,242742766.346488
BTN,1986,191218115.488485
BTN,1985,163288815.361294
BTN,1984,160423493.936194
BTN,1983,156704289.913612
BTN,1982,141439317.399271
BTN,1981,139174178.090189
BTN,1980,128669200.916451
BTN,1979,105377995.200713
BTN,1978,94086227.6084972
BTN,1977,97884433.8024868
BTN,1976,88461262.7788474
BTN,1975,86820762.4931172
BTN,1974,92901784.4986973
BTN,1973,78900289.3165483
BTN,1972,70139866.8083136
BTN,1971,66289450.3252986
BTN,1970,61812113.0666667
BOL,2025,64768947525.3256
BOL,2024,54881327452.9667
BOL,2023,52340206946.4544
BOL,2022,50959081953.6903
BOL,2021,47877892402.3155
BOL,2020,42313784081.042
BOL,2019,49056643589.0014
BOL,2018,48414038842.2576
BOL,2017,45927439594.7902
BOL,2016,33941126193.9219
BOL,2015,33000198248.9146
BOL,2014,32996188017.3661
BOL,2013,30659338885.6729
BOL,2012,27084497481.9103
BOL,2011,23963164696.592
BOL,2010,19649723722.1034
BOL,2009,17339992193.7322
BOL,2008,16674276285.8956
BOL,2007,13120108008.3477
BOL,2006,11451844902.2214
BOL,2005,9549122905.32852
BOL,2004,8773451751.5121
BOL,2003,8082399639.54305
BOL,2002,7905485146.44351
BOL,2001,8141516928.39489
BOL,2000,8397855484.76908
BOL,1999,8285064434.56826
BOL,1998,8497494652.12546
BOL,1997,7925736821.45034
BOL,1996,7396949126.35685
BOL,1995,6715161732.22658
BOL,1994,5981222858.82727
BOL,1993,5734699488.84934
BOL,1992,5643868748.68126
BOL,1991,5343262457.10226
BOL,1990,4867582597.51312
BOL,1989,4715973437.43673
BOL,1988,4597612362.2748
BOL,1987,4347956337.93221
BOL,1986,3959382833.13461
BOL,1985,5377276554.93016
BOL,1984,6169483225.35915
BOL,1983,5422656823.38212
BOL,1982,5594126368.90981
BOL,1981,5891598694.9429
BOL,1980,4537479608.48287
BOL,1979,4421336382.94397
BOL,1978,3758220889.55522
BOL,1977,3227436281.85907
BOL,1976,2731984007.996
BOL,1975,2404697651.17441
BOL,1974,2100249875.06247
BOL,1973,1262968515.74213
BOL,1972,1257615644.97932
BOL,1971,1095622895.6229
BOL,1970,1017003367.00337
BOL,1969,929629629.62963
BOL,1968,857912457.912458
BOL,1967,755808080.808081
BOL,1966,669191919.191919
BOL,1965,604377104.377104
BOL,1964,544023569.023569
BOL,1963,482828282.828283
BOL,1962,448400673.400673
BOL,1961,410101010.10101
BOL,1960,377020202.020202
BIH,2025,32599982936.3931
BIH,2024,29737363103.0492
BIH,2023,27592361498.4057
BIH,2022,24534663636.1778
BIH,2021,23672712121.2671
BIH,2020,20226038369.9191
BIH,2019,20482608984.3316
BIH,2018,20484058033.1144
BIH,2017,18326373135.6099
BIH,2016,17116926553.8513
BIH,2015,16404348361.0926
BIH,2014,18558734107.1478
BIH,2013,18179109209.3892
BIH,2012,17226735995.6905
BIH,2011,18644233537.1093
BIH,2010,17176315803.7298
BIH,2009,17613949091.2294
BIH,2008,19112796623.1175
BIH,2007,15778734264.3787
BIH,2006,12864841905.9543
BIH,2005,11222796336.5426
BIH,2004,10156541220.9704
BIH,2003,8498894359.38629
BIH,2002,6728220982.88398
BIH,2001,5800615374.76094
BIH,2000,5567772768.81188
BIH,1999,4686256363.04707
BIH,1998,4116774300.60671
BIH,1997,3671909673.04401
BIH,1996,2786045321.63743
BIH,1995,1866572953.73665
BIH,1994,1255802469.1358
BIH,1993,3630668949.83246
BIH,1992,4735044707.23969
BIH,1991,6122959183.67347
BIH,1990,7753478260.86957
BWA,2025,19928479839.4476
BWA,2024,19286251067.5078
BWA,2023,19413614554.6944
BWA,2022,20321150599.1523
BWA,2021,18750182236.2211
BWA,2020,14960251607.8135
BWA,2019,16725908148.5481
BWA,2018,17031943186.1353
BWA,2017,16105155856.7708
BWA,2016,15082637184.0496
BWA,2015,13530748844.505
BWA,2014,15470088500.7414
BWA,2013,14271738933.2042
BWA,2012,13907464500.1489
BWA,2011,15110643612.1729
BWA,2010,12637273429.1339
BWA,2009,10118459242.3183
BWA,2008,10730829116.4105
BWA,2007,10567270655.5027
BWA,2006,9919158482.41085
BWA,2005,9918907108.09702
BWA,2004,8957467706.5354
BWA,2003,7511582173.37724
BWA,2002,5438863982.88692
BWA,2001,5489608299.66445
BWA,2000,5788329609.15755
BWA,1999,5484263346.88105
BWA,1998,4790481509.17679
BWA,1997,5020265626.66489
BWA,1996,4847757217.75815
BWA,1995,4730599121.92704
BWA,1994,4259259604.15623
BWA,1993,4160129174.70569
BWA,1992,4146464586.61674
BWA,1991,3942876703.45184
BWA,1990,3790636324.44775
BWA,1989,3083822112.02023
BWA,1988,2644554158.72794
BWA,1987,1965226890.04557
BWA,1986,1392602163.53829
BWA,1985,1114783342.71539
BWA,1984,1240822167.43571
BWA,1983,1172230396.58099
BWA,1982,1014945695.71927
BWA,1981,1073812830.30052
BWA,1980,1060889703.75374
BWA,1979,819870258.783053
BWA,1978,590407374.447116
BWA,1977,451624780.274597
BWA,1976,372025093.006273
BWA,1975,355168571.536751
BWA,1974,306044207.530203
BWA,1973,244124164.042218
BWA,1972,164460914.977201
BWA,1971,127448613.505061
BWA,1970,96243233.6609837
BWA,1969,77361546.5067537
BWA,1968,66248441.4182466
BWA,1967,58642354.089673
BWA,1966,51465655.3921083
BWA,1965,45788696.3343915
BWA,1964,41616347.7906865
BWA,1963,38091842.8546863
BWA,1962,35644956.6430429
BWA,1961,32902612.8664855
BWA,1960,30411413.6552828
BRA,2025,2279920092492.13
BRA,2024,2185821610689.31
BRA,2023,2191131765684.63
BRA,2022,1951923942083.32
BRA,2021,1670647398904.9
BRA,2020,1476107231310.49
BRA,2019,1873288205059.69
BRA,2018,1916933898010.99
BRA,2017,2063514977365.65
BRA,2016,1795693482853.01
BRA,2015,1802212206814.5
BRA,2014,2456043727198.85
BRA,2013,2472819535557.21
BRA,2012,2465227802806.76
BRA,2011,2616156223917.69
BRA,2010,2208837745100.55
BRA,2009,1666996438581.43
BRA,2008,1695855083497.52
BRA,2007,1397114486368.67
BRA,2006,1107626541434.92
BRA,2005,891633839894.183
BRA,2004,669289424806.307
BRA,2003,558233745651.874
BRA,2002,509795273806.715
BRA,2001,559983634798.981
BRA,2000,655448231983.527
BRA,1999,599642024319.531
BRA,1998,863710759256.435
BRA,1997,883206179730.462
BRA,1996,850426432991.742
BRA,1995,769333050986.905
BRA,1994,525369467295.737
BRA,1993,368292034380.96
BRA,1992,328191909882.232
BRA,1991,342534090909.091
BRA,1990,384959818181.817
BRA,1989,412990820287.42
BRA,1988,307881930752.268
BRA,1987,283056836893.838
BRA,1986,256480852471.129
BRA,1985,210879844638.877
BRA,1984,188339974086.58
BRA,1983,189656506321.431
BRA,1982,271314113768.417
BRA,1981,258015174748.648
BRA,1980,237393489892.637
BRA,1979,221338204480.222
BRA,1978,200278646123.581
BRA,1977,176344101401.941
BRA,1976,153168949208.207
BRA,1975,129203555238.827
BRA,1974,109794519727.538
BRA,1973,83592275862.9982
BRA,1972,58434858374.8696
BRA,1971,48869830901.7878
BRA,1970,42327664793.6934
BRA,1969,37171640818.5863
BRA,1968,33930457425.2613
BRA,1967,31086389194.961
BRA,1966,28283323733.1114
BRA,1965,22465522884.0988
BRA,1964,20963733694.9749
BRA,1963,23287712878.2002
BRA,1962,19231747851.5332
BRA,1961,17275940449.3837
BRA,1960,17030465539.3906
BRN,2025,15031980994.1121
BRN,2024,15340808592.48
BRN,2023,15095084656.1634
BRN,2022,16681536466.7183
BRN,2021,14006496617.4458
BRN,2020,12005799653.9835
BRN,2019,13469235364.7032
BRN,2018,13566908391.0895
BRN,2017,12128168045.1245
BRN,2016,11400266044.6651
BRN,2015,12930296870.1247
BRN,2014,17097797386.0336
BRN,2013,18094148098.6536
BRN,2012,19048443340.7732
BRN,2011,18524791062.657
BRN,2010,13707121038.4383
BRN,2009,11912904509.8582
BRN,2008,15926456515.0049
BRN,2007,13432029484.4012
BRN,2006,12644616418.691
BRN,2005,10547202620.5286
BRN,2004,8619178773.51458
BRN,2003,7167725261.92713
BRN,2002,6333082875.56937
BRN,2001,6096155767.38145
BRN,2000,6570999087.56742
BRN,1999,6309070377.5966
BRN,1998,5550846019.54348
BRN,1997,7793034376.20807
BRN,1996,7663377306.04996
BRN,1995,7700144069.1419
BRN,1994,6467782517.72242
BRN,1993,6203339912.15448
BRN,1992,6327966435.17026
BRN,1991,6284497293.85546
BRN,1990,6039881086.68157
BRN,1989,4983622880.99938
BRN,1988,4535130304.71096
BRN,1987,4918010080.03047
BRN,1986,4190280002.67381
BRN,1985,6967623884.42343
BRN,1984,7632788075.1621
BRN,1983,7927590750.39502
BRN,1982,8932198185.72876
BRN,1981,9367218664.31094
BRN,1980,10795432293.6119
BRN,1979,6044367628.28515
BRN,1978,4100423673.58759
BRN,1977,3681242528.32494
BRN,1976,3054765590.29214
BRN,1975,2496420257.54042
BRN,1974,2319576214.21329
BRN,1973,433095526.686136
BRN,1972,270822782.026674
BRN,1971,197525767.791735
BRN,1970,179078929.315763
BRN,1969,161210236.44168
BRN,1968,160818235.866746
BRN,1967,139029537.243321
BRN,1966,132757528.044374
BRN,1965,114039500.591268
BGR,2025,130777235529.606
BGR,2024,113349149166.793
BGR,2023,102204457334.822
BGR,2022,90510784777.6397
BGR,2021,84378926047.3002
BGR,2020,70490478088.1395
BGR,2019,68511235459.4907
BGR,2018,66100606676.6544
BGR,2017,59170671046.4798
BGR,2016,53932152153.5457
BGR,2015,50768512172.9373
BGR,2014,57083817239.8145
BGR,2013,55822115861.1854
BGR,2012,54299825600.0647
BGR,2011,57684243980.4624
BGR,2010,50691645231.0083
BGR,2009,52026461289.6618
BGR,2008,54483464293.1671
BGR,2007,44433521724.8301
BGR,2006,34382295487.2238
BGR,2005,29870182424.913
BGR,2004,26159078743.1056
BGR,2003,21146038619.2612
BGR,2002,16403880782.9964
BGR,2001,14184170318.951
BGR,2000,13246669553.9701
BGR,1999,13637793853.9432
BGR,1998,15031821788.158
BGR,1997,11316706412.4362
BGR,1996,12295588923.8007
BGR,1995,18992388645.3609
BGR,1994,9709230161.35834
BGR,1993,10832041595.4026
BGR,1992,8602874120.17193
BGR,1991,7628764750.15655
BGR,1990,20726605648.7971
BGR,1989,21746286446.7922
BGR,1988,23003003707.7017
BGR,1987,28428718531.0281
BGR,1986,20261546635.2306
BGR,1985,17562270446.9511
BGR,1984,17410894970.7546
BGR,1983,16959180921.5167
BGR,1982,19803624625.386
BGR,1981,20055685480.8231
BGR,1980,20039544133.0458
BFA,2025,27627297461.3181
BFA,2024,23136514855.7646
BFA,2023,20106062971.6533
BFA,2022,18622421394.6133
BFA,2021,19697516284.3787
BFA,2020,17725010532.5268
BFA,2019,16032813503.3707
BFA,2018,15890066221.2882
BFA,2017,14106955615.3442
BFA,2016,12833363045.3367
BFA,2015,11832159315.6298
BFA,2014,13943016076.7436
BFA,2013,13444300485.8412
BFA,2012,12561015156.5683
BFA,2011,12080295977.5632
BFA,2010,10109619740.6994
BFA,2009,9450696873.34326
BFA,2008,9451435490.11467
BFA,2007,7625722836.76847
BFA,2006,6547419820.38113
BFA,2005,6146353173.34929
BFA,2004,5451688537.60959
BFA,2003,4740768142.67494
BFA,2002,3622350062.96053
BFA,2001,3190371080.94768
BFA,2000,2968370087.59759
BFA,1999,3389566712.66037
BFA,1998,2804902367.14687
BFA,1997,2447669101.95178
BFA,1996,2586550595.41013
BFA,1995,2379517975.28056
BFA,1994,1895290637.09504
BFA,1993,3199536465.23328
BFA,1992,3356692505.18266
BFA,1991,3135045584.08387
BFA,1990,3101300778.56414
BFA,1989,2615587733.97303
BFA,1988,2616040478.99309
BFA,1987,2369834949.73234
BFA,1986,2036303357.68113
BFA,1985,1552493196.28424
BFA,1984,1459880132.14107
BFA,1983,1600278605.25465
BFA,1982,1754450096.23721
BFA,1981,1775842333.57042
BFA,1980,1928719888.20688
BFA,1979,1748480620.52397
BFA,1978,1475583644.93614
BFA,1977,1131224878.18865
BFA,1976,976547188.054778
BFA,1975,939972703.463021
BFA,1974,751133430.449301
BFA,1973,674773569.877548
BFA,1972,578595521.990135
BFA,1971,482411179.121178
BFA,1970,458404268.761971
BFA,1969,478298645.39382
BFA,1968,460442689.376378
BFA,1967,450753923.548048
BFA,1966,433889766.239436
BFA,1965,422916789.7483
BFA,1964,410321644.964911
BFA,1963,394040667.106335
BFA,1962,379567099.249422
BFA,1961,350247234.260712
BFA,1960,330442815.821186
BDI,2025,3364713864.08488
BDI,2024,3037579858.38142
BDI,2023,3419558408.35408
BDI,2022,4020736756.64256
BDI,2021,3425127990.70519
BDI,2020,3188355943.63513
BDI,2019,2871555326.31029
BDI,2018,2913411408.44783
BDI,2017,2831362208.34039
BDI,2016,2618093125.14687
BDI,2015,2810532912.49975
BDI,2014,2705826648.21019
BDI,2013,2451624637.67157
BDI,2012,2327402362.81574
BDI,2011,2235812879.56709
BDI,2010,2032135192.01248
BDI,2009,1775495032.424
BDI,2008,1611835857.04588
BDI,2007,1356199387.42308
BDI,2006,1273375078.44844
BDI,2005,1117113079.73645
BDI,2004,915257323.3961
BDI,2003,784654423.620476
BDI,2002,825394519.423728
BDI,2001,876794723.068586
BDI,2000,870486065.883137
BDI,1999,808077223.365746
BDI,1998,893770740.207416
BDI,1997,972896267.915425
BDI,1996,869033856.317093
BDI,1995,1000428393.88528
BDI,1994,925030590.153683
BDI,1993,938632612.026359
BDI,1992,1083037670.60484
BDI,1991,1167398478.3459
BDI,1990,1132101252.51817
BDI,1989,1113924130.41149
BDI,1988,1082403219.48787
BDI,1987,1131466494.01101
BDI,1986,1201725497.06578
BDI,1985,1149979285.77347
BDI,1984,987143931.166987
BDI,1983,1082926304.46477
BDI,1982,1013222222.22222
BDI,1981,969046666.666667
BDI,1980,919726666.666667
BDI,1979,782496666.666667
BDI,1978,610225555.555556
BDI,1977,547535555.555556
BDI,1976,448412753.623188
BDI,1975,420986666.666667
BDI,1974,345263492.063492
BDI,1973,304339523.902476
BDI,1972,246804571.428571
BDI,1971,252842285.714286
BDI,1970,242732571.428571
BDI,1969,190205714.285714
BDI,1968,183200000.0
BDI,1967,178297142.857143
BDI,1966,165444571.428571
BDI,1965,158994962.962963
BDI,1964,260750008.0
BDI,1963,232749998.0
BDI,1962,213500006.0
BDI,1961,202999992.0
BDI,1960,195999990.0
CPV,2025,3056630435.32463
CPV,2024,2713721857.39153
CPV,2023,2504525537.51069
CPV,2022,2247003344.34242
CPV,2021,2051842618.70539
CPV,2020,1821565613.68613
CPV,2019,2252177124.32402
CPV,2018,2205099506.99994
CPV,2017,1996741539.95088
CPV,2016,1849789985.99572
CPV,2015,1749857620.35329
CPV,2014,2041930125.42979
CPV,2013,2028910915.16446
CPV,2012,1913081210.41411
CPV,2011,2046817987.20109
CPV,2010,1824751467.92957
CPV,2009,1852334575.17521
CPV,2008,1959620648.31578
CPV,2007,1649621738.63689
CPV,2006,1107571457.90614
CPV,2005,972241676.907662
CPV,2004,924940011.836897
CPV,2003,813260468.873834
CPV,2002,620507387.466174
CPV,2001,563090490.377368
CPV,2000,539227277.626411
CPV,1999,592416703.058878
CPV,1998,521910560.524868
CPV,1997,490608657.924976
CPV,1996,501979269.843942
CPV,1995,487148993.533109
CPV,1994,406580652.330537
CPV,1993,490417389.682569
CPV,1992,357160985.327413
CPV,1991,319827058.592875
CPV,1990,306890962.649533
CPV,1989,267448571.414611
CPV,1988,264308140.285149
CPV,1987,235253064.70982
CPV,1986,190651167.559385
CPV,1985,137728204.813735
CPV,1984,132019038.591628
CPV,1983,138476175.620363
CPV,1982,140630678.983478
CPV,1981,139468209.116206
CPV,1980,142246815.345007
KHM,2025,51267065842.9641
KHM,2024,46352647037.2406
KHM,2023,42335646895.7984
KHM,2022,39994532959.6074
KHM,2021,36790163687.4421
KHM,2020,34818073901.4851
KHM,2019,36685356407.7206
KHM,2018,33145892168.8958
KHM,2017,29355665909.7905
KHM,2016,26556545153.3573
KHM,2015,24174170369.0738
KHM,2014,22041463967.9009
KHM,2013,19807135252.8649
KHM,2012,17826536699.8016
KHM,2011,16032622023.8265
KHM,2010,13808673288.0696
KHM,2009,12502901169.7377
KHM,2008,12174303999.0812
KHM,2007,10127916459.8983
KHM,2006,8350531016.65753
KHM,2005,7066296463.3598
KHM,2004,5883297159.87352
KHM,2003,5046693484.31767
KHM,2002,4501227626.62752
KHM,2001,4145665969.92864
KHM,2000,3694168979.32019
KHM,1999,3517242477.2548
KHM,1998,3120425502.66241
KHM,1997,3443413388.65696
KHM,1996,3506695719.57259
KHM,1995,3441205692.9166
KHM,1994,2791435272.26653
KHM,1993,2533727592.04165
KHM,1992,2491486594.18917
KHM,1991,2054974089.3643
KHM,1990,1402541176.5121
KHM,1989,1353137647.68304
KHM,1988,1662877859.22297
KHM,1987,1036974910.45
KHM,1986,1167630317.8411
KHM,1985,1102669184.43812
KHM,1984,1021176058.63327
KHM,1983,939291262.100055
KHM,1982,865516039.800558
KHM,1981,815153652.415596
KHM,1980,744384129.707563
KHM,1979,723738502.67823
KHM,1978,766642356.138135
KHM,1977,716261764.498093
KHM,1976,790357254.540309
KHM,1975,749129748.150633
CMR,2025,58933453923.761
CMR,2024,53296694320.2057
CMR,2023,48814501547.4313
CMR,2022,44347206072.5513
CMR,2021,45011937346.8384
CMR,2020,40773241177.0505
CMR,2019,39667757527.6578
CMR,2018,39955552189.795
CMR,2017,36098547033.1655
CMR,2016,33814337044.3765
CMR,2015,32210233020.4569
CMR,2014,36386544706.0806
CMR,2013,33728621180.3231
CMR,2012,30155062329.2821
CMR,2011,30630910495.217
CMR,2010,27507501821.0296
CMR,2009,27932970317.129
CMR,2008,27715142032.913
CMR,2007,23928250433.0378
CMR,2006,20910512974.933
CMR,2005,19509852206.9341
CMR,2004,18826214135.6419
CMR,2003,15970315034.9903
CMR,2002,12417251350.4882
CMR,2001,10953485349.1135
CMR,2000,10566579294.9831
CMR,1999,11565826464.8921
CMR,1998,11298144990.4104
CMR,1997,10789458432.6416
CMR,1996,11093538846.4483
CMR,1995,10864772470.9043
CMR,1994,8902446252.18372
CMR,1993,16181814712.5295
CMR,1992,12071775335.0433
CMR,1991,11840192296.3893
CMR,1990,12314482627.8454
CMR,1989,11012566195.0255
CMR,1988,12236057362.4917
CMR,1987,13049659981.1373
CMR,1986,11857056199.0765
CMR,1985,8544810497.9889
CMR,1984,7311938026.36713
CMR,1983,6870200009.90065
CMR,1982,6611255963.83584
CMR,1981,6610938616.6643
CMR,1980,6674569046.6832
CMR,1979,5919002982.602
CMR,1978,4662852583.13256
CMR,1977,3394664024.05503
CMR,1976,2898090001.8562
CMR,1975,2857037371.05886
CMR,1974,2157415532.54796
CMR,1973,1901393361.02282
CMR,1972,1498251889.66287
CMR,1971,1236941394.11447
CMR,1970,1151216992.88095
CMR,1969,1100551488.62689
CMR,1968,1046191217.79942
CMR,1967,936175260.030919
CMR,1966,851112534.552636
CMR,1965,814083265.511426
CMR,1964,776650176.904453
CMR,1963,718320845.044338
CMR,1962,694247864.3789
CMR,1961,652777608.320492
CMR,1960,614206068.497266
CAN,2025,2319899772425.92
CAN,2024,2270076189683.46
CAN,2023,2196593836347.42
CAN,2022,2200562785046.32
CAN,2021,2022377950896.78
CAN,2020,1655686966881.99
CAN,2019,1743728952156.85
CAN,2018,1725330736237.69
CAN,2017,1649269496514.62
CAN,2016,1527996250640.92
CAN,2015,1556510380200.23
CAN,2014,1805751688808.98
CAN,2013,1846583831414.43
CAN,2012,1828359477071.97
CAN,2011,1793335727900.85
CAN,2010,1617349192091.46
CAN,2009,1374627766599.6
CAN,2008,1552993439550.14
CAN,2007,1468820407783.26
CAN,2006,1319291255289.14
CAN,2005,1173118501402.87
CAN,2004,1026691006917.76
CAN,2003,895542074084.648
CAN,2002,760650608551.583
CAN,2001,738981792355.372
CAN,2000,744773415931.587
CAN,1999,678414215521.303
CAN,1998,633999325918.436
CAN,1997,654987722085.801
CAN,1996,630607994132.747
CAN,1995,605961090061.207
CAN,1994,579944346807.264
CAN,1993,579053561739.4
CAN,1992,594387358318.855
CAN,1991,612527712315.615
CAN,1990,596075591360.987
CAN,1989,567211993243.243
CAN,1988,509380027626.554
CAN,1987,433134238310.709
CAN,1986,379006836991.724
CAN,1985,366186012449.652
CAN,1984,356718400123.543
CAN,1983,341866277182.733
CAN,1982,314647807408.608
CAN,1981,307246642755.859
CAN,1980,274776566028.053
CAN,1979,243891124295.715
CAN,1978,219369542386.254
CAN,1977,212325176304.654
CAN,1976,207271612576.065
CAN,1975,174419757176.563
CAN,1974,160949188139.059
CAN,1973,131764343565.643
CAN,1972,113463848873.624
CAN,1971,99606454743.5136
CAN,1970,88192257632.3093
CAN,1969,79405011124.8208
CAN,1968,72048833006.1602
CAN,1967,65856924423.9721
CAN,1966,61252415404.686
CAN,1965,54649410478.5226
CAN,1964,49503663836.3665
CAN,1963,45140337826.9869
CAN,1962,42336211555.8268
CAN,1961,41038192837.9035
CAN,1960,40563768946.9503
CYM,2024,7765336505.34319
CYM,2023,7308564549.28678
CYM,2022,6653516041.43929
CYM,2021,6060813808.15072
CYM,2020,5655357984.24218
CYM,2019,5941896607.58643
CYM,2018,5530178440.71376
CYM,2017,5166281305.12522
CYM,2016,4909322237.28895
CYM,2015,4708167232.66893
CYM,2014,4562853611.41445
CYM,2013,4405796023.18409
CYM,2012,4291004524.0181
CYM,2011,4186073104.29242
CYM,2010,4156841107.36443
CYM,2009,4281714566.85827
CYM,2008,4585949023.79609
CYM,2007,4466278065.11226
CYM,2006,4200288241.15296
CAF,2025,3066109226.40165
CAF,2024,2751494281.06887
CAF,2023,2555492085.94725
CAF,2022,2382618615.01694
CAF,2021,2516498412.46384
CAF,2020,2326720900.38047
CAF,2019,2221301351.43918
CAF,2018,2220979146.11241
CAF,2017,2072349972.6818
CAF,2016,1825018144.65595
CAF,2015,1695825714.19282
CAF,2014,1894813389.40325
CAF,2013,1691544110.18543
CAF,2012,2510126512.22831
CAF,2011,2437982705.12093
CAF,2010,2142591540.40068
CAF,2009,2067381665.25454
CAF,2008,1993407888.49838
CAF,2007,1699811294.94935
CAF,2006,1461859762.33459
CAF,2005,1337894378.73743
CAF,2004,1272360517.32373
CAF,2003,1142315522.53864
CAF,2002,996068144.884889
CAF,2001,932648604.751954
CAF,2000,916777282.691659
CAF,1999,999477510.686632
CAF,1998,967338389.650578
CAF,1997,937741513.015352
CAF,1996,1007791127.09913
CAF,1995,1115389673.69197
CAF,1994,851174356.781737
CAF,1993,1278781261.55928
CAF,1992,1411917553.12436
CAF,1991,1377374986.58709
CAF,1990,1440711459.16967
CAF,1989,1233930280.91724
CAF,1988,1264899287.51261
CAF,1987,1200991977.80801
CAF,1986,1122265013.42004
CAF,1985,864849836.286193
CAF,1984,637820670.299604
CAF,1983,658679332.681331
CAF,1982,748312390.756606
CAF,1981,694803622.898966
CAF,1980,797048198.534875
CAF,1979,700764747.756462
CAF,1978,610578631.992983
CAF,1977,507298147.526539
CAF,1976,451152461.31276
CAF,1975,378660016.265936
CAF,1974,281398705.570596
CAF,1973,271183082.043062
CAF,1972,230317883.36443
CAF,1971,201450799.82635
CAF,1970,189106529.207011
CAF,1969,188039210.130379
CAF,1968,191767441.604577
CAF,1967,163820513.562432
CAF,1966,157930018.091087
CAF,1965,150574795.409863
CAF,1964,142025078.735754
CAF,1963,129379123.76305
CAF,1962,124482773.83306
CAF,1961,123134583.463559
CAF,1960,112155598.492157
TCD,2025,21472835225.4338
TCD,2024,19906706689.7582
TCD,2023,18352937976.2179
TCD,2022,17828508289.6049
TCD,2021,16871937697.5854
TCD,2020,14932897821.2387
TCD,2019,14905517742.8454
TCD,2018,15327000248.8701
TCD,2017,13349041408.7152
TCD,2016,13026289835.7789
TCD,2015,14559599499.5011
TCD,2014,18144336903.7175
TCD,2013,17865316886.3315
TCD,2012,17892228569.8861
TCD,2011,16685349673.9957
TCD,2010,14058506663.7252
TCD,2009,12317614053.6841
TCD,2008,13385593990.3378
TCD,2007,10865385131.5172
TCD,2006,9709626596.13031
TCD,2005,8655892392.92919
TCD,2004,4422855660.82592
TCD,2003,2742815071.5744
TCD,2002,1997005708.81576
TCD,2001,1710843377.00119
TCD,2000,1388506771.58756
TCD,1999,1534673583.2487
TCD,1998,1744794531.21401
TCD,1997,1544689576.92712
TCD,1996,1607345355.78298
TCD,1995,1445919894.57661
TCD,1994,1179837963.22213
TCD,1993,1463251163.9188
TCD,1992,1881847669.69794
TCD,1991,1877137981.75712
TCD,1990,1738605557.76313
TCD,1989,1433686312.02914
TCD,1988,1482597297.98821
TCD,1987,1163426852.20442
TCD,1986,1067828245.86207
TCD,1985,1033069709.3319
TCD,1984,919103734.876996
TCD,1983,832415806.010064
TCD,1982,834369859.663018
TCD,1981,876937558.273757
TCD,1980,1033002403.85304
TCD,1979,1004316496.35051
TCD,1978,1113920123.76723
TCD,1977,935360464.701341
TCD,1976,866044962.016274
TCD,1975,864602104.679653
TCD,1974,652532795.084805
TCD,1973,647199482.982537
TCD,1972,585427546.798272
TCD,1971,501866730.148987
TCD,1970,469266736.650677
TCD,1969,471635621.561599
TCD,1968,453980096.208711
TCD,1967,449826322.613453
