iso3,year,inflation
ATG,2006,1.78778537419121
ATG,2005,2.09875196709308
ATG,2004,2.03007757853236
ATG,2003,1.99353055152454
ATG,2002,2.40765801293491
ATG,2001,1.40279663573988
ATG,2000,0.77177979690018
ATG,1999,1.12128789571146
ARG,2024,219.883929014578
ARG,2023,133.488935594175
ARG,2022,72.430757531824
ARG,2021,48.4093786255199
ARG,2020,42.0150947376509
ARG,2019,53.5483043492339
ARG,2018,34.2772237131003
ARM,2025,3.30693341072904
ARM,2024,0.269511978259125
ARM,2023,1.98041877615554
ARM,2022,8.64091108973855
ARM,2021,7.18483629443371
ARM,2020,1.21143577838465
ARM,2019,1.44344660770698
ARM,2018,2.52023382001638
ARM,2017,0.969553268816138
ARM,2016,-1.403607559009
ARM,2015,3.73169119261693
ARM,2014,2.98130868933672
ARM,2013,5.78966778544651
ARM,2012,2.55802007757907
ARM,2011,7.65000807859294
ARM,2010,8.17636138473952
ARM,2009,3.40676682683801
ARM,2008,8.94995335353387
ARM,2007,4.40736089644516
ARM,2006,2.89235662459004
ARM,2005,0.638928002410097
ARM,2004,6.96126135875795
ARM,2003,4.7215533660534
ARM,2002,1.06004929341667
ARM,2001,3.1459046468502
ARM,2000,-0.790883768934757
ARM,1999,0.648245760470385
ARM,1998,8.67248632385158
ARM,1997,13.960764121791
ARM,1996,18.681185640036
ARM,1995,175.951325534583
ARM,1994,3373.75944336293
ABW,2019,4.25746204335427
ABW,2018,3.6260414135296
ABW,2017,-1.02828178762012
ABW,2016,-0.93119598707956
ABW,2015,0.474763597342641
ABW,2014,0.421440918881214
ABW,2013,-2.37206524252261
ABW,2012,0.627471992893372
ABW,2011,4.31629742195203
ABW,2010,2.07814071860786
ABW,2009,-2.13542872046937
ABW,2008,8.95598705177784
ABW,2007,5.39256784475516
ABW,2006,3.60802438784541
ABW,2005,3.39778677828805
ABW,2004,2.52912946932762
ABW,2003,3.65636507938418
ABW,2002,3.31524678585423
ABW,2001,2.88360430316263
ABW,2000,4.04402131190512
ABW,1999,2.28037198258753
ABW,1998,1.8694885361554
ABW,1997,2.99994809778412
ABW,1996,3.22528797213979
ABW,1995,3.36139107320898
ABW,1994,6.31107971270439
ABW,1993,5.2155599603571
ABW,1992,3.87337536996479
ABW,1991,5.55555555555579
ABW,1990,5.83668775158165
ABW,1989,3.99162804604575
ABW,1988,3.12186849610722
ABW,1987,3.64304545817705
ABW,1986,1.07396640826828
ABW,1985,4.03225805628628
AUS,2025,2.87403791660173
AUS,2024,3.16656665428797
AUS,2023,5.59701792296707
AUS,2022,6.59409658717841
AUS,2021,2.86391284709318
AUS,2020,0.846900734607273
AUS,2019,1.610770929127
AUS,2018,1.91140002818579
AUS,2017,1.94864309065653
AUS,2016,1.27699365720306
AUS,2015,1.50836803138463
AUS,2014,2.48792932080492
AUS,2013,2.44988248109259
AUS,2012,1.76278299052228
AUS,2011,3.30384784681081
AUS,2010,2.9183370211222
AUS,2009,1.77112025681656
AUS,2008,4.35029726664093
AUS,2007,2.32761442623159
AUS,2006,3.55528696972984
AUS,2005,2.69182949622197
AUS,2004,2.34325687131265
AUS,2003,2.73259754838937
AUS,2002,2.98157117047457
AUS,2001,4.40712998561533
AUS,2000,4.45743705920869
AUS,1999,1.48313946657267
AUS,1998,0.860129922016289
AUS,1997,0.224895027032537
AUS,1996,2.61537902431631
AUS,1995,4.62776445368168
AUS,1994,1.96963507094102
AUS,1993,1.75365751770527
AUS,1992,1.01222824105977
AUS,1991,3.17666872277308
AUS,1990,7.33302368375269
AUS,1989,7.53389852824955
AUS,1988,7.2159571679871
AUS,1987,8.53300355802082
AUS,1986,9.05035323321654
AUS,1985,6.73468599874501
AUS,1984,3.96040844503847
AUS,1983,10.0389003957519
AUS,1982,11.3518321308515
AUS,1981,9.48766136649872
AUS,1980,10.1358489396034
AUS,1979,9.12202056872265
AUS,1978,8.00490439376775
AUS,1977,12.3098267517375
AUS,1976,13.3229029796495
AUS,1975,15.1624202011615
AUS,1974,15.4166772694776
AUS,1973,9.09090432931634
AUS,1972,6.02410407984535
AUS,1971,6.13810838730341
AUS,1970,3.43915186655203
AUS,1969,3.27868697620866
AUS,1968,2.52100718278494
AUS,1967,3.47825912694824
AUS,1966,3.2934114693033
AUS,1965,3.40558476676981
AUS,1964,2.86622669884314
AUS,1963,0.641025285901932
AUS,1962,-0.319488641462281
AUS,1961,2.28758040719309
AUS,1960,3.7288215039735
AUT,2025,3.52719439956928
AUT,2024,2.93791574279376
AUT,2023,7.81413417002831
AUT,2022,8.54686993188458
AUT,2021,2.7666666666667
AUT,2020,1.38191063351854
AUT,2019,1.53089564152644
AUT,2018,1.99837981429549
AUT,2017,2.08126911385587
AUT,2016,0.891591752655362
AUT,2015,0.89656333526032
AUT,2014,1.60581182954474
AUT,2013,2.00015616900597
AUT,2012,2.48567562177015
AUT,2011,3.2865791487538
AUT,2010,1.81353438995062
AUT,2009,0.506308827696504
AUT,2008,3.2159503323988
AUT,2007,2.16855528800757
AUT,2006,1.44154851119017
AUT,2005,2.29913785639286
AUT,2004,2.0612061803287
AUT,2003,1.35555370896445
AUT,2002,1.81035787764129
AUT,2001,2.65000077279529
AUT,2000,2.34486285357281
AUT,1999,0.568993765885531
AUT,1998,0.922467196680849
AUT,1997,1.30597857227691
AUT,1996,1.86097115760437
AUT,1995,2.24336631500898
AUT,1994,2.95340936761081
AUT,1993,3.6317852494318
AUT,1992,4.02084780038554
AUT,1991,3.33742703474792
AUT,1990,3.26187231878573
AUT,1989,2.56834829029372
AUT,1988,1.91571684671249
AUT,1987,1.40195271783983
AUT,1986,1.70544456731966
AUT,1985,3.18951681805195
AUT,1984,5.66318573909345
AUT,1983,3.33916453409536
AUT,1982,5.43603082512851
AUT,1981,6.80304177599254
AUT,1980,6.32832536226104
AUT,1979,3.70740096353414
AUT,1978,3.57431857551213
AUT,1977,5.49461568127671
AUT,1976,7.31868545106923
AUT,1975,8.44525863917964
AUT,1974,9.52178819742244
AUT,1973,7.5310780382712
AUT,1972,6.35514612686787
AUT,1971,4.70425813828696
AUT,1970,4.37282441582134
AUT,1969,3.08040419539536
AUT,1968,2.76486447339763
AUT,1967,3.97467292898837
AUT,1966,2.05482059257982
AUT,1965,4.93091637676274
AUT,1964,3.86856354936629
AUT,1963,2.70876699499822
AUT,1962,4.38179863851183
AUT,1961,3.54223986727563
AUT,1960,1.94574935198645
AZE,2025,5.62208788068338
AZE,2024,2.21217188919901
AZE,2023,8.78543049849081
AZE,2022,13.8522590144267
AZE,2021,6.65029912708779
AZE,2020,2.75980947008127
AZE,2019,2.61057182799215
AZE,2018,2.26854690373999
AZE,2017,12.9359184187335
AZE,2016,12.4433748584372
AZE,2015,4.02768573742726
AZE,2014,1.37344181533176
AZE,2013,2.41571745279419
AZE,2012,1.06621339720303
AZE,2011,7.8583333333334
AZE,2010,5.72687224669605
AZE,2009,1.45704835970321
AZE,2008,20.8490871772712
AZE,2007,16.6997549618244
AZE,2006,8.32892482863209
AZE,2005,9.6795073191705
AZE,2004,6.70893042797786
AZE,2003,2.23386492967049
AZE,2002,2.7711647199827
AZE,2001,1.5471959015228
AZE,2000,1.80500303704356
AZE,1999,-8.52517000536063
AZE,1998,-0.772697886033166
AZE,1997,3.67434809684727
AZE,1996,19.7948028061899
AZE,1995,411.759641777268
AZE,1994,1662.21594875899
AZE,1993,1128.00002429404
AZE,1992,-10.6300971576201
BHS,2024,0.409162489083286
BHS,2023,3.05291578969743
BHS,2022,5.60540633583044
BHS,2021,2.90491262928478
BHS,2020,0.0385210980054558
BHS,2019,2.49123527368046
BHS,2018,2.26586346678736
BHS,2017,1.51820700736147
BHS,2016,-0.346376929989397
BHS,2015,1.86148302863371
BHS,2014,1.51375643050831
BHS,2013,0.722414784530551
BHS,2012,1.97336755976254
BHS,2011,3.1987814166032
BHS,2010,1.34402738392836
BHS,2009,2.06273473452682
BHS,2008,4.4895599537506
BHS,2007,2.49257794939396
BHS,2006,2.38982627439254
BHS,2005,1.59160618079802
BHS,2004,0.981914036757662
BHS,2003,3.02504526252236
BHS,2002,2.17357792508093
BHS,2001,2.04498977505121
BHS,2000,1.60632941740579
BHS,1999,1.2542482602363
BHS,1998,1.33661336613371
BHS,1997,0.544150383378688
BHS,1996,1.37913741223666
BHS,1995,2.06699495410042
BHS,1994,1.39933423745548
BHS,1993,2.72289766970591
BHS,1992,5.73819886173447
BHS,1991,7.11468120203628
BHS,1990,4.66931912018676
BHS,1989,5.38765822784807
BHS,1988,4.40241182786764
BHS,1987,5.75646401118136
BHS,1986,5.43378154356233
BHS,1985,4.60500963391135
BHS,1984,3.96634615384615
BHS,1983,3.99999999999994
BHS,1982,6.01262101667498
BHS,1981,11.1144984973891
BHS,1980,12.0978372310682
BHS,1979,9.09139326792413
BHS,1978,6.10907035899874
BHS,1977,3.1898763705574
BHS,1976,4.25583657583811
BHS,1975,10.3596349973051
BHS,1974,13.0718458387012
BHS,1973,5.48175416169897
BHS,1972,6.83081131902369
BHS,1971,4.61497182668251
BHS,1970,6.15209342130048
BHS,1969,8.93577412289434
BHS,1968,4.54103146287562
BHS,1967,5.43775649904798
BHR,2025,-0.137708855447902
BHR,2024,0.919635459817651
BHR,2023,0.0746206782192256
BHR,2022,3.62574104304482
BHR,2021,-0.60631938514085
BHR,2020,-2.31770629331379
BHR,2019,1.00582004702137
BHR,2018,2.08766938046978
BHR,2017,1.38671830576406
BHR,2016,2.78679347602044
BHR,2015,1.84862742374977
BHR,2014,2.64755321246189
BHR,2013,3.30001156888442
BHR,2012,2.75739669962979
BHR,2011,-0.40004069748808
BHR,2010,1.96188468334623
BHR,2009,2.79551283550412
BHR,2008,3.52600316363721
BHR,2007,3.25666666666703
BHR,2006,2.00746965452849
BHR,2005,2.58620689655173
BHR,2004,2.35294117647062
BHR,2003,1.59362549800787
BHR,2002,-0.495540138751154
BHR,2001,-1.20757180156659
BHR,2000,-0.70485295309079
BHR,1999,-1.2875879718491
BHR,1998,-0.366533864541774
BHR,1997,2.43155133955926
BHR,1996,-0.452227382530348
BHR,1995,2.70403475064704
BHR,1994,0.816910897759778
BHR,1993,2.53886010362695
BHR,1992,-0.172413793103312
BHR,1991,0.764419735927609
BHR,1990,0.929335437489093
BHR,1989,1.48589732182571
BHR,1988,0.303435966086578
BHR,1987,-1.7450017537706
BHR,1986,-2.2960932141956
BHR,1985,-2.6359693029697
BHR,1984,0.322399250235326
BHR,1983,2.97239915075073
BHR,1982,8.88571308471459
BHR,1981,11.3445968083975
BHR,1980,3.86952505941503
BHR,1979,2.20599195116767
BHR,1978,15.7855375941987
BHR,1977,17.7311208942373
BHR,1976,22.495766575964
BHR,1975,16.1597821153707
BHR,1974,24.3929983061798
BHR,1973,14.3318269849978
BHR,1972,5.08819538648815
BHR,1971,5.78947368498404
BHR,1970,1.62898127839351
BHR,1969,-0.19412763892392
BHR,1968,3.25732899024462
BHR,1967,4.2580982230929
BHR,1966,2.13447171852241
BGD,2025,8.7687628116114
BGD,2024,10.4657482763412
BGD,2023,9.8835030377921
BGD,2022,7.69695437176898
BGD,2021,5.54565430773473
BGD,2020,5.69107474746211
BGD,2019,5.59199639930629
BGD,2018,5.54362139486476
BGD,2017,5.70207015717239
BGD,2016,5.51352572692995
BGD,2015,6.19428022984984
BGD,2014,6.99163889220849
BGD,2013,7.53040640913172
BGD,2012,6.21750422069284
BGD,2011,11.3951651552399
BGD,2010,8.12667639169917
BGD,2009,5.42347236174679
BGD,2008,8.90194489465154
BGD,2007,9.10698496905383
BGD,2006,6.76526117054757
BGD,2005,7.04661816222039
BGD,2004,7.5875363850469
BGD,2003,5.66870773441476
BGD,2002,3.33256493271913
BGD,2001,2.0071737421384
BGD,2000,2.20825620937535
BGD,1999,6.10669589841958
BGD,1998,8.40223795613228
BGD,1997,5.30560105668802
BGD,1996,2.37712902953223
BGD,1995,10.2978117947206
BGD,1994,5.31374007936498
BGD,1993,3.01481859989799
BGD,1992,3.63407691798491
BGD,1991,6.35736412278234
BGD,1990,6.12671846981458
BGD,1989,6.04547975596244
BGD,1988,7.41276595744666
BGD,1987,9.87469609126633
BRB,2025,0.846576563196289
BRB,2024,1.4464366430616
BRB,2023,3.18718905472632
BRB,2019,1.67662473276988
BRB,2018,3.1060057242059
BRB,2017,4.66018463955995
BRB,2016,1.28192813061895
BRB,2015,-1.11278992510958
BRB,2014,1.76950322089729
BRB,2013,1.81410436049096
BRB,2012,4.53334753888775
BRB,2011,9.4322024017722
BRB,2010,5.82421853311866
BRB,2009,3.64386189258337
BRB,2008,8.1081081081078
BRB,2007,4.0342298288507
BRB,2006,7.3076626282894
BRB,2005,6.08218729535043
BRB,2004,1.39442231075691
BRB,2003,1.61943319838054
BRB,2002,0.12524945805602
BRB,2001,2.57783490431288
BRB,2000,2.43581303489138
BRB,1999,1.56006240249605
BRB,1998,-1.26888660701213
BRB,1997,7.71053878969883
BRB,1996,2.38615222842325
BRB,1995,1.87886279357232
BRB,1994,0.0772043884602322
BRB,1993,1.11343933604483
BRB,1992,6.09389302994638
BRB,1991,6.25752663270023
BRB,1990,3.07457271078019
BRB,1989,6.19011406844119
BRB,1988,4.85885917814048
BRB,1987,3.31173110743255
BRB,1986,1.33006845161916
BRB,1985,3.91510525082796
BRB,1984,4.68579731185597
BRB,1983,5.23029878288842
BRB,1982,10.3324664370561
BRB,1981,14.5675632146887
BRB,1980,14.4305197203942
BRB,1979,13.1698355431799
BRB,1978,9.48238259101763
BRB,1977,8.35236969934998
BRB,1976,4.98676811113181
BRB,1975,20.2944687625289
BRB,1974,38.9229280878111
BRB,1973,16.8550818260213
BRB,1972,11.8766562275328
BRB,1971,7.46925566353863
BRB,1970,7.28421637368521
BRB,1969,5.83523186605493
BRB,1968,7.4887431868762
BRB,1967,3.63487515335756
BLR,2025,6.59877945951182
BLR,2024,5.78531910428005
BLR,2023,5.0005990309131
BLR,2022,15.209675274081
BLR,2021,9.46028389623099
BLR,2020,5.54814357456519
BLR,2019,5.59815595039848
BLR,2018,4.87230220550686
BLR,2017,6.03183725177795
BLR,2016,11.8365807653497
BLR,2015,13.5344897649734
BLR,2014,18.1195543526734
BLR,2013,18.3122610377873
BLR,2012,59.2197360232519
BLR,2011,53.2286983118172
BLR,2010,7.73574804312515
BLR,2009,12.9456563410402
BLR,2008,14.8378764828254
BLR,2007,8.42675273505306
BLR,2006,6.99712903535591
BLR,2005,10.3388794457932
BLR,2004,18.1082424937646
BLR,2003,28.3978399133474
BLR,2002,42.5375481348794
BLR,2001,61.1349331618477
BLR,2000,168.620235850933
BLR,1999,293.678750889773
BLR,1998,72.8697170535353
BLR,1997,63.937366335748
BLR,1996,52.7120767531954
BLR,1995,709.346032118606
BLR,1994,2221.01656992039
BLR,1993,1190.22923349187
BEL,2025,2.46705543774613
BEL,2024,3.14349136500041
BEL,2023,4.04901077613941
BEL,2022,9.597511728725
BEL,2021,2.44024851144084
BEL,2020,0.740791812220344
BEL,2019,1.43681956996438
BEL,2018,2.05316499865178
BEL,2017,2.12597086002616
BEL,2016,1.97385264653163
BEL,2015,0.561429152790158
BEL,2014,0.340002833356922
BEL,2013,1.1130959402754
BEL,2012,2.83966343445899
BEL,2011,3.5320821072274
BEL,2010,2.18929920422458
BEL,2009,-0.0531456741254177
BEL,2008,4.48944420508404
BEL,2007,1.8230563002681
BEL,2006,1.79120770070454
BEL,2005,2.78143263670029
BEL,2004,2.09728311239316
BEL,2003,1.58896399970372
BEL,2002,1.64521436175361
BEL,2001,2.46925823086083
BEL,2000,2.544517761909
BEL,1999,1.12084823417847
BEL,1998,0.94925028835061
BEL,1997,1.62816049512954
BEL,1996,2.07702107350675
BEL,1995,1.46796699090272
BEL,1994,2.377540844764
BEL,1993,2.75442643473462
BEL,1992,2.42795567164615
BEL,1991,3.2153106926081
BEL,1990,3.44831217961808
BEL,1989,3.10705065111094
BEL,1988,1.16093493415331
BEL,1987,1.55338261314945
BEL,1986,1.2943681910248
BEL,1985,4.8687339949694
BEL,1984,6.34177491009128
BEL,1983,7.66160983743883
BEL,1982,8.72654906555471
BEL,1981,7.62748656814271
BEL,1980,6.64868829655353
BEL,1979,4.46908394900487
BEL,1978,4.47059331592944
BEL,1977,7.09600059132598
BEL,1976,9.06860981054961
BEL,1975,12.7681985920516
BEL,1974,12.6778877513451
BEL,1973,6.95528008719914
BEL,1972,5.44843128438075
BEL,1971,4.34362854612101
BEL,1970,3.90847238471905
BEL,1969,3.75399229053284
BEL,1968,2.70144982931355
BEL,1967,2.73030268590902
BEL,1966,4.17434761853001
BEL,1965,4.06520137474655
BEL,1964,4.16876058564365
BEL,1963,2.14800341332196
BEL,1962,1.40460703543514
BEL,1961,0.992676260767275
BEL,1960,0.299467254769695
BLZ,2025,1.06281547952896
BLZ,2024,3.28955985952768
BLZ,2023,4.38984017487675
BLZ,2022,6.27689319447544
BLZ,2021,3.23563659237071
BLZ,2020,0.121434644614894
BLZ,2019,0.187069385181424
BLZ,2018,0.269982622646335
BLZ,2017,1.14765339305816
BLZ,2016,0.663427167917601
BLZ,2015,-0.861584009427748
BLZ,2014,1.20139964481058
BLZ,2013,0.50974776898322
BLZ,2012,1.30058074547858
BLZ,2011,1.602056156402
BLZ,2010,0.917977378808888
BLZ,2009,-1.10431044864355
BLZ,2008,6.39443100250034
BLZ,2007,2.31808274642021
BLZ,2006,-7.11376771265014
BLZ,2005,-1.1043104441191
BLZ,2004,6.39443099742399
BLZ,2003,2.31808274663101
BLZ,2002,4.24026660688645
BLZ,2001,3.65141786561502
BLZ,2000,3.06743966930585
BLZ,1999,2.62139524582746
BLZ,1998,2.1952625003759
BLZ,1997,1.1490375676054
BLZ,1996,5.96502097537242
BLZ,1995,2.88961584372151
BLZ,1994,2.56934304644295
BLZ,1993,1.4725969469368
BLZ,1992,2.39670073025188
BLZ,1991,0.76195150080688
BLZ,1990,3.05907172995786
BLZ,1989,2.12765957446807
BLZ,1988,3.13888888888894
BLZ,1987,2.01190138849529
BLZ,1986,0.799771493858953
BLZ,1985,6.2371661180555
BLZ,1984,3.38289962863707
BLZ,1983,4.99609679980487
BLZ,1982,6.83903252716288
BLZ,1981,11.2244897960225
BEN,2025,1.10155247902978
BEN,2024,1.16093089640415
BEN,2023,2.73870078406075
BEN,2022,1.35077863583527
BEN,2021,1.73353962694036
BEN,2020,3.02272119663759
BEN,2019,0.732849371241066
BEN,2018,0.919170717886054
BEN,2017,0.0432648555103608
BEN,2016,-0.793310145785624
BEN,2015,0.218785923536245
BEN,2014,-0.548757550948181
BEN,2013,0.428888888888884
BEN,2012,6.74468253340712
BEN,2011,2.7042390774728
BEN,2010,2.20783532536524
BEN,2009,0.896072355749069
BEN,2008,7.94729876067854
BEN,2007,1.29806813334152
BEN,2006,3.78217696540375
BEN,2005,5.36452085832342
BEN,2004,0.8738908308685
BEN,2003,1.48724246145442
BEN,2002,2.48916235491541
BEN,2001,3.98429547767893
BEN,2000,4.16540442290283
BEN,1999,0.326722893396866
BEN,1998,5.75331458417064
BEN,1997,3.46629590564776
BEN,1996,4.91423972637201
BEN,1995,14.4625482180894
BEN,1994,38.5308661668538
BEN,1993,0.440599214931794
BTN,2025,3.55513663074987
BTN,2024,2.76131569624098
BTN,2023,4.22934419929251
BTN,2022,5.6391667139637
BTN,2021,7.3468144053353
BTN,2020,5.62936522632508
BTN,2019,2.72643037388832
BTN,2018,2.72396386183713
BTN,2017,4.95508366985129
BTN,2016,3.21988689395718
BTN,2015,4.54814395082205
BTN,2014,8.27106093949328
BTN,2013,8.77638345268213
BTN,2012,10.919656944683
BTN,2011,8.848985699468
BTN,2010,7.03638316073019
BTN,2009,4.36112219119805
BTN,2008,8.32716049382713
BTN,2007,5.15611138758463
BTN,2006,5.00045438022541
BTN,2005,5.3126310463775
BTN,2004,4.10593698272958
BTN,2003,2.57230861693339
BTN,2002,2.45535714285714
BTN,2001,3.41478946111594
BTN,2000,4.01212081070342
BTN,1999,6.77699393553632
BTN,1998,10.5855899892463
BTN,1997,6.50548718269086
BTN,1996,8.79001381935162
BTN,1995,9.48754836789369
BTN,1994,7.00995355009951
BTN,1993,11.1980165874679
BTN,1992,15.975217361539
BTN,1991,12.2751729438893
BTN,1990,10.0118383223406
BTN,1989,8.77983718898041
BTN,1988,10.0967137576586
BTN,1987,6.33177192699079
BTN,1986,9.96447602131439
BTN,1985,1.88201230546507
BTN,1984,7.03770661157025
BTN,1983,18.0577787941154
BTN,1982,9.84677216779704
BTN,1981,9.97237569060774
BOL,2025,19.517120804733
BOL,2024,5.09976568317427
BOL,2023,2.57688800489192
BOL,2022,1.74632872945969
BOL,2021,0.737383721452275
BOL,2020,0.940742153381849
BOL,2019,1.83954504969026
BOL,2018,2.27205987230155
BOL,2017,2.8227580554717
BOL,2016,3.62321431764138
BOL,2015,4.05961041135645
BOL,2014,5.76660074579144
BOL,2013,5.73640023719607
BOL,2012,4.51560291399376
BOL,2011,9.88446419823883
BOL,2010,2.50327605844241
BOL,2009,3.34645420142014
BOL,2008,14.0068107702519
BOL,2007,8.70560923578869
BOL,2006,4.28239604802561
BOL,2005,5.39323106890663
BOL,2004,4.43738080101725
BOL,2003,3.33727499671534
BOL,2002,0.92825885161107
BOL,2001,1.58965377879568
BOL,2000,4.60822998872598
BOL,1999,2.15951626835598
BOL,1998,7.67322895675083
BOL,1997,4.70844436028193
BOL,1996,12.4254866180049
BOL,1995,10.1932067630745
BOL,1994,7.87404421467434
BOL,1993,8.52787695688003
BOL,1992,12.060323601829
BOL,1991,21.4470698171141
BOL,1990,17.1187746048239
BOL,1989,15.1734681125732
BOL,1988,16.0020910549391
BOL,1987,14.5786984489191
BOL,1986,276.335967563202
BOL,1985,11749.6396321438
BOL,1984,1281.34994174486
BOL,1983,275.586283560362
BOL,1982,123.535718565329
BOL,1981,32.1336011133424
BOL,1980,47.2416501018426
BOL,1979,19.7197167787999
BOL,1978,10.3556722757191
BOL,1977,8.10725552050415
BOL,1976,4.49401164707216
BOL,1975,7.97674602546866
BOL,1974,62.8360756029239
BOL,1973,31.4860287891618
BOL,1972,6.5115440115437
BOL,1971,3.67461430575032
BOL,1970,3.95550921099769
BOL,1969,2.20974847251324
BOL,1968,5.47062350162299
BOL,1967,11.1999999990001
BOL,1966,6.95187165775404
BOL,1965,2.86028602860271
BOL,1964,10.1818181818181
BOL,1963,-0.706357214552389
BOL,1962,5.87933142225296
BOL,1961,7.56149307183899
BOL,1960,11.5331525756195
BIH,2023,6.1059011284828
BIH,2022,14.0208440826771
BIH,2021,1.98163900587622
BIH,2020,-1.0512960076349
BIH,2019,0.56278215406123
BIH,2018,1.41710814018034
BIH,2017,0.810039425333895
BIH,2016,-1.58400833333336
BIH,2015,-1.03602303425474
BIH,2014,-0.897194054194333
BIH,2013,-0.0930456838317588
BIH,2012,2.05267452001717
BIH,2011,3.67125
BIH,2010,1.99621236745887
BIH,2009,-0.381464282453057
